"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y"
93, 7.519999985000000e-03, -1.486756313872443e-02, 5.358984703944497e+00, 5.491160220315242e+03, -5.161858795630301e+03, 2.315212956167430e+07, 7.141135873646669e+06, 4.642106760750405e+03, 1.029618103569802e+00, 9.925361634974683e-01, 1.024664283194064e+03, -9.632158106051131e+02
94, 5.040000193000000e-03, -1.226032473458219e-02, 5.885554714138634e+00, 4.924284128089005e+03, -5.676216614373242e+03, 2.520348235468098e+07, 8.162525070615148e+06, 4.831338559909886e+03, 9.162864322353134e-01, 1.136540843906122e+00, 8.366728995415833e+02, -9.644318828159890e+02
95, 3.049999941000000e-03, -9.605565346412577e-03, 6.098428683426254e+00, 3.461258339905630e+03, -5.718790758282911e+03, 2.558910546110735e+07, 8.770186758063065e+06, 5.009809794435898e+03, 7.725077947109182e-01, 1.222214480711017e+00, 5.675656008427742e+02, -9.377482389561942e+02
96, 1.560000004000000e-03, -6.917517506923035e-03, 6.836568779260053e+00, 2.288900239113406e+03, -5.485049230428028e+03, 2.831004226171658e+07, 1.029060875783973e+07, 5.243644311913141e+03, 5.988752861159686e-01, 1.436577315969085e+00, 3.348024883560291e+02, -8.023102535101965e+02
97, 5.600000150000000e-04, -4.173159738460802e-03, 7.804274344963739e+00, 9.578545313433551e+02, -4.236649899507169e+03, 3.202998370358835e+07, 1.232849721156409e+07, 5.503107020744666e+03, 3.742505761798744e-01, 1.723897248819441e+00, 1.227346052950431e+02, -5.428627585652685e+02
98, 5.999999800000000e-05, -1.375329724321098e-03, 8.277277570765023e+00, 1.024956820540172e+01, -1.545390319546590e+03, 3.372448789800712e+07, 1.343208690252115e+07, 5.653095459572685e+03, 1.238705926022602e-01, 1.879491297807078e+00, 1.238277696715492e+00, -1.867027300141341e+02
99, 0.000000000000000e+00, 0.000000000000000e+00, 8.345283697339930e+00, 3.945440884047997e+01, 1.292906529546134e+03, 3.428261724542215e+07, 1.367294846640306e+07, 5.707572242106321e+03, 1.023419269364800e-01, 1.913450138014601e+00, 4.727749261904195e+00, 1.549266120165873e+02
100, 5.999999800000000e-05, 1.375329724321098e-03, 8.194058733220174e+00, 3.248837425021384e+02, 3.522264343634142e+03, 3.373294352012391e+07, 1.318778795552213e+07, 5.606647193217619e+03, 2.875822142469608e-01, 1.845047824260283e+00, 3.964869585142242e+01, 4.298558819641181e+02
101, 5.600000150000000e-04, 4.173159738460802e-03, 7.591388410543296e+00, 1.465568672312976e+03, 5.226563634706038e+03, 3.161318218700042e+07, 1.186900225426455e+07, 5.446573204401969e+03, 4.833040706794873e-01, 1.659113496776927e+00, 1.930567365355093e+02, 6.884858674135456e+02
102, 1.560000004000000e-03, 6.917517506923035e-03, 6.737592903692270e+00, 2.629775104332329e+03, 5.638502843376839e+03, 2.815653628866932e+07, 1.011358601322853e+07, 5.229145799231645e+03, 6.369917373832183e-01, 1.411619049484125e+00, 3.903137428934280e+02, 8.368719992398001e+02
103, 3.049999941000000e-03, 9.605565346412577e-03, 6.278291092931651e+00, 3.868650342047444e+03, 5.405224570798945e+03, 2.679888013651201e+07, 9.312070067044992e+06, 5.166960393011109e+03, 7.347156480500332e-01, 1.298614087208063e+00, 6.161948028187039e+02, 8.609388272685160e+02
104, 5.040000193000000e-03, 1.226032473458219e-02, 5.700786476728214e+00, 4.651284768802036e+03, 5.078406603078519e+03, 2.456661122978103e+07, 8.162850774316477e+06, 4.988126143605759e+03, 8.531979352348100e-01, 1.136586764557679e+00, 8.159022948481826e+02, 8.908256121869538e+02
105, 7.519999985000000e-03, 1.486756313872443e-02, 5.176512407291118e+00, 5.100968500921799e+03, 4.645245282918676e+03, 2.260800088403999e+07, 7.204194488631199e+06, 4.848177534445005e+03, 9.548163059411573e-01, 1.001426736968200e+00, 9.854064087119901e+02, 8.973696800911455e+02
106, 1.049000024800000e-02, 1.742916196961543e-02, 4.705568464210235e+00, 5.447259339730989e+03, 4.233276429378714e+03, 2.080206819753781e+07, 6.297978647492439e+06, 4.662506309998456e+03, 1.071031108820937e+00, 8.736602372129905e-01, 1.157619824504081e+03, 8.996312478665022e+02
107, 1.394999958600000e-02, 1.994492353858276e-02, 4.154644679585843e+00, 5.254572229083967e+03, 3.749887233481088e+03, 1.857167532748862e+07, 5.422617301532351e+06, 4.546795415772268e+03, 1.149443661185465e+00, 7.502438830541540e-01, 1.264746478778967e+03, 9.025771209524702e+02
108, 1.789999939500000e-02, 2.241364555514381e-02, 3.761984735487027e+00, 5.355541118317915e+03, 3.339736803867178e+03, 1.703990948758917e+07, 4.698163464091912e+06, 4.350522704176178e+03, 1.268818284977523e+00, 6.481038333639154e-01, 1.423594590323234e+03, 8.877592650398713e+02
109, 2.232000045500000e-02, 2.482329437156798e-02, 3.367368764494382e+00, 5.261007423867455e+03, 2.886379267975442e+03, 1.542922809846067e+07, 4.032965907471069e+06, 4.172191336591599e+03, 1.376214773623426e+00, 5.543182697079508e-01, 1.562349653931474e+03, 8.571616207911337e+02
110, 2.723000012300000e-02, 2.718419978786347e-02, 3.058551845473692e+00, 5.154699558476232e+03, 2.497211505046457e+03, 1.415389561802698e+07, 3.516295096766434e+06, 4.004975039637027e+03, 1.476109628943222e+00, 4.814733490911753e-01, 1.685339931740768e+03, 8.164685874924910e+02
111, 3.260000050100000e-02, 2.948109446637338e-02, 2.812661287151304e+00, 5.039428462192594e+03, 2.153540986364795e+03, 1.312142597013888e+07, 3.112971754639708e+06, 3.855565537846600e+03, 1.565284235680700e+00, 4.246091790405284e-01, 1.791694039098674e+03, 7.656595538903036e+02
112, 3.844000026600000e-02, 3.171811260404538e-02, 2.572973389628064e+00, 4.827998432549296e+03, 1.849087273131682e+03, 1.209240548635651e+07, 2.759312055127847e+06, 3.735905386490293e+03, 1.639860042860726e+00, 3.747470381908070e-01, 1.876427658370461e+03, 7.186577523831199e+02
113, 4.473999887700000e-02, 3.389028465845557e-02, 2.366146780811302e+00, 4.625117490912565e+03, 1.599284785214002e+03, 1.120994948160809e+07, 2.459640151232608e+06, 3.621264416353336e+03, 1.714458145349851e+00, 3.324965847143362e-01, 1.954704386228613e+03, 6.759026101777340e+02
114, 5.149000138000000e-02, 3.599337852580232e-02, 2.184848964839594e+00, 4.416637482410904e+03, 1.375346264851751e+03, 1.041100235107759e+07, 2.205614374985347e+06, 3.516725808631949e+03, 1.780941896941533e+00, 2.966817348680478e-01, 2.021484117889661e+03, 6.294926042875122e+02
115, 5.869000032500000e-02, 3.802635805630503e-02, 2.012149698185132e+00, 4.180779911420856e+03, 1.157936330225378e+03, 9.654965820818789e+06, 1.991376280817575e+06, 3.447651721985092e+03, 1.831622419286159e+00, 2.664765120464664e-01, 2.077767829695639e+03, 5.754722579884509e+02
116, 6.633000075800000e-02, 3.998513962421356e-02, 1.867903958316365e+00, 3.974826821220991e+03, 1.000866941424599e+03, 9.024014594771586e+06, 1.810692910042903e+06, 3.376918691547329e+03, 1.883664943212323e+00, 2.410021373998665e-01, 2.127961024721903e+03, 5.358235561140577e+02
117, 7.440000027400000e-02, 4.186607976498817e-02, 1.745611775170647e+00, 3.807123526835819e+03, 8.814611701222241e+02, 8.489721718890015e+06, 1.646225496663842e+06, 3.285277098274993e+03, 1.948289769804111e+00, 2.178140349883813e-01, 2.180968060016462e+03, 5.049583089779824e+02
118, 8.290000259900000e-02, 4.366791468532204e-02, 1.624458029511369e+00, 3.611404095818622e+03, 7.661481433671449e+02, 7.931065468802948e+06, 1.494423767848931e+06, 3.204760774268018e+03, 2.002536278577893e+00, 1.964116552605027e-01, 2.223143984153853e+03, 4.716330797402009e+02
119, 9.181000292300000e-02, 4.538527151431038e-02, 1.536406926860874e+00, 3.470031339807657e+03, 6.942587208745816e+02, 7.513304741590413e+06, 1.375140145718852e+06, 3.117963664647129e+03, 2.057621633555140e+00, 1.795939721150261e-01, 2.258536641004014e+03, 4.518716420350069e+02
120, 1.011300012470000e-01, 4.701715290498424e-02, 1.442207283069228e+00, 3.308410099750681e+03, 6.050760563678597e+02, 7.078449665866707e+06, 1.262715700672931e+06, 3.050059007581574e+03, 2.106362827753673e+00, 1.637433577488183e-01, 2.293990703409776e+03, 4.195486068272859e+02
121, 1.108499988910000e-01, 4.856066993422563e-02, 1.347756808148263e+00, 3.129798125882759e+03, 5.142176432072833e+02, 6.639231059006730e+06, 1.162833172950967e+06, 3.005634891451142e+03, 2.141271367607784e+00, 1.496610162420735e-01, 2.322227650389623e+03, 3.815359270295858e+02
122, 1.209499984980000e-01, 5.001187382363489e-02, 1.268911881717912e+00, 2.990751359843924e+03, 4.415606005169726e+02, 6.281968219872316e+06, 1.072250779146817e+06, 2.943711549446878e+03, 2.190458017239848e+00, 1.368898916706237e-01, 2.356941725374109e+03, 3.479836597630145e+02
123, 1.314399987460000e-01, 5.137133628795417e-02, 1.200690586994382e+00, 2.866111118695908e+03, 3.760573983955663e+02, 5.968999568080827e+06, 9.957321467306515e+05, 2.888961589808245e+03, 2.234337092860764e+00, 1.261016032893661e-01, 2.387052209570889e+03, 3.132009215937376e+02
124, 1.422899961470000e-01, 5.263443049277360e-02, 1.143438435854889e+00, 2.756515446112484e+03, 3.286219422527122e+02, 5.697817303487140e+06, 9.311978079529055e+05, 2.837001096564155e+03, 2.273701972953073e+00, 1.170029689405245e-01, 2.410724845060488e+03, 2.873980198216958e+02
125, 1.534900069240000e-01, 5.379977779145956e-02, 1.089849421695033e+00, 2.653684273782920e+03, 2.906822735951571e+02, 5.445836606625662e+06, 8.705326165646063e+05, 2.782587916453364e+03, 2.316324834219355e+00, 1.084498419603971e-01, 2.434909099328300e+03, 2.667178307468033e+02
126, 1.650400012730000e-01, 5.486709202536137e-02, 1.039864045077479e+00, 2.560289550817261e+03, 2.451060851628302e+02, 5.206015315318284e+06, 8.100937294591476e+05, 2.713870084704895e+03, 2.368373692811264e+00, 9.992862140342568e-02, 2.462138741056767e+03, 2.357097414062120e+02
127, 1.769299954180000e-01, 5.583513598033686e-02, 9.735697921436672e-01, 2.406039833830307e+03, 1.885985792069042e+02, 4.868568810122583e+06, 7.508831873082499e+05, 2.686801830287462e+03, 2.385608601271645e+00, 9.158058402005566e-02, 2.471358348673223e+03, 1.937186021267525e+02
128, 1.891400069000000e-01, 5.670228146432130e-02, 9.346556685753532e-01, 2.329454835735337e+03, 1.584597143586732e+02, 4.692170051264575e+06, 7.103487351491664e+05, 2.647587442308476e+03, 2.421760214287736e+00, 8.586567060014329e-02, 2.492313387759155e+03, 1.695380659277497e+02
129, 2.016600072380000e-01, 5.746811193675738e-02, 8.809796854412851e-01, 2.204303543358349e+03, 1.300872203610530e+02, 4.439427738431203e+06, 6.688495904296977e+05, 2.644800489835863e+03, 2.431169081975099e+00, 8.001474610407777e-02, 2.502104849618873e+03, 1.476619977858989e+02
130, 2.144699990750000e-01, 5.813197420944613e-02, 8.542355403243554e-01, 2.160165354421314e+03, 1.125408957172219e+02, 4.322957142633629e+06, 6.337051835597045e+05, 2.584282392760582e+03, 2.484729521499311e+00, 7.505976998480200e-02, 2.528770172218652e+03, 1.317445720819457e+02
131, 2.275699973110000e-01, 5.869456802648413e-02, 8.123140099801875e-01, 2.067180414047198e+03, 9.526590023474992e+01, 4.134880694987372e+06, 5.996037370723742e+05, 2.571406472200269e+03, 2.505999151057253e+00, 7.025183984665667e-02, 2.544804581294390e+03, 1.172771847638987e+02
132, 2.409400045870000e-01, 5.915585896897953e-02, 7.873219288331469e-01, 2.021299434955145e+03, 7.890156723975417e+01, 4.020542161828041e+06, 5.687750015718204e+05, 2.516624949607771e+03, 2.554764284571232e+00, 6.590532608252374e-02, 2.567309966776638e+03, 1.002151271928759e+02
133, 2.545700073240000e-01, 5.951657836311273e-02, 7.507661313625771e-01, 1.934787091866170e+03, 5.898849927935613e+01, 3.832037445447715e+06, 5.346663997132702e+05, 2.480896036314586e+03, 2.582124238428486e+00, 6.109638711547287e-02, 2.577083609718375e+03, 7.857107135653149e+01
134, 2.684499919410000e-01, 5.977765596976551e-02, 7.252489580721806e-01, 1.883609939193580e+03, 4.155616816886727e+01, 3.716230165872466e+06, 5.075969494011764e+05, 2.438160185784460e+03, 2.624397187708914e+00, 5.727989135401310e-02, 2.597190824238472e+03, 5.729917665697822e+01
135, 2.825500071050000e-01, 5.994005483718394e-02, 6.992689376669283e-01, 1.826381793903535e+03, 2.423452505220171e+01, 3.584772470901107e+06, 4.796959268056022e+05, 2.389748178740679e+03, 2.665389284605046e+00, 5.334615301619289e-02, 2.611844593007600e+03, 3.465694491315294e+01
136, 2.968699932100000e-01, 6.000550062925582e-02, 6.680881259755880e-01, 1.749103515773649e+03, 8.752338311542868e+00, 3.428895031004796e+06, 4.556789259864678e+05, 2.376049785878005e+03, 2.679233615081024e+00, 4.996001917260128e-02, 2.618073047203898e+03, 1.310057456680899e+01
137, 3.113999962810000e-01, 5.997565198183213e-02, 6.454007669755023e-01, 1.700638783474523e+03, 1.886274955535061e-01, 3.325941322818703e+06, 4.341357883575479e+05, 2.343292253814488e+03, 2.715316951658477e+00, 4.692267292059467e-02, 2.635012027401378e+03, 2.922641329316330e-01
138, 3.261100053790000e-01, 5.985254444802346e-02, 6.180179518041183e-01, 1.633800150618679e+03, -1.217373306897209e+01, 3.187765883659094e+06, 4.112314048004828e+05, 2.318011190483369e+03, 2.739070986856548e+00, 4.369340591455821e-02, 2.643612771844716e+03, -1.969802500628748e+01
139, 3.409900069240000e-01, 5.963847719943702e-02, 6.003707612918926e-01, 1.595498467321901e+03, -2.356078903810236e+01, 3.093029577674188e+06, 3.890124735500906e+05, 2.257222334792081e+03, 2.790539603212198e+00, 4.056078016990456e-02, 2.657521935093356e+03, -3.924373163577066e+01
140, 3.560400009160000e-01, 5.933561549045978e-02, 5.750365315826373e-01, 1.528940657881208e+03, -3.479052829393741e+01, 2.964437940427867e+06, 3.723068875585723e+05, 2.255464417389968e+03, 2.793449102509164e+00, 3.820547567002534e-02, 2.658858305355313e+03, -6.050142274993487e+01
141, 3.712300062180000e-01, 5.894684318665333e-02, 5.594664529675729e-01, 1.493974974301617e+03, -4.075098764414953e+01, 2.893736458408711e+06, 3.590117234937958e+05, 2.235449820916041e+03, 2.818379479037396e+00, 3.633100327712041e-02, 2.670356669961423e+03, -7.283901908326125e+01
142, 3.865399956700000e-01, 5.847520956655861e-02, 5.389257680795450e-01, 1.442599244593444e+03, -4.921912063444292e+01, 2.789114826277056e+06, 3.424355086888402e+05, 2.213503373743664e+03, 2.839752154578663e+00, 3.399393869639282e-02, 2.676805100142322e+03, -9.132820056059784e+01
143, 4.019699990750000e-01, 5.792324246601335e-02, 5.241642659567780e-01, 1.406720738126752e+03, -5.749865097370395e+01, 2.709219101957459e+06, 3.273715549004261e+05, 2.175724369561052e+03, 2.872448046684747e+00, 3.187008634174701e-02, 2.683740249936742e+03, -1.096958619808799e+02
144, 4.174999892710000e-01, 5.729416860686566e-02, 5.051104391174600e-01, 1.357058325854324e+03, -6.472822299213982e+01, 2.611687125734239e+06, 3.138259508540884e+05, 2.164376722348908e+03, 2.883967462682172e+00, 2.996030465673940e-02, 2.686656661116342e+03, -1.281466744287336e+02
145, 4.331099987030000e-01, 5.659141825851464e-02, 4.877562686774077e-01, 1.311898368643957e+03, -7.017526274767147e+01, 2.524275930521591e+06, 3.019790695100239e+05, 2.156772454327706e+03, 2.893122117274486e+00, 2.829002425152781e-02, 2.689659678185747e+03, -1.438736255260391e+02
146, 4.487800002100000e-01, 5.581859897363720e-02, 4.672371881366608e-01, 1.258133462792689e+03, -7.352286771874073e+01, 2.431340847404188e+06, 2.926651888888552e+05, 2.182046553455441e+03, 2.880373166976360e+00, 2.697686918174970e-02, 2.692708317610844e+03, -1.573566265389737e+02
147, 4.645099937920000e-01, 5.497835513414191e-02, 4.530240799529483e-01, 1.225086489971110e+03, -7.400524134176479e+01, 2.371963859575883e+06, 2.837817392589781e+05, 2.182194738872787e+03, 2.892949324724591e+00, 2.572440016340321e-02, 2.704241439215216e+03, -1.633582951031015e+02
148, 4.802699983120000e-01, 5.407492053959814e-02, 4.377299192861325e-01, 1.185641778213957e+03, -7.690622884126572e+01, 2.297198523557770e+06, 2.738876315783894e+05, 2.179699043956141e+03, 2.900092587560860e+00, 2.432943943863655e-02, 2.708614892369133e+03, -1.756933338408475e+02
149, 4.960500001910000e-01, 5.311153541819326e-02, 4.256478221918000e-01, 1.154980431704618e+03, -7.819229973183889e+01, 2.236887712411985e+06, 2.650824948609108e+05, 2.169506616568294e+03, 2.912647005118231e+00, 2.308801168248010e-02, 2.713464915096348e+03, -1.837018672601239e+02
150, 5.118399858470000e-01, 5.209138375948307e-02, 4.124371803162046e-01, 1.121870189098306e+03, -8.015538196901846e+01, 2.176219285851285e+06, 2.570524244007402e+05, 2.171172054669833e+03, 2.919406095732990e+00, 2.195585977240707e-02, 2.720099551253353e+03, -1.943456744311108e+02
151, 5.276100039480000e-01, 5.101897737545535e-02, 3.997716548338054e-01, 1.090763385615676e+03, -8.077267053937985e+01, 2.119194271614316e+06, 2.491915612458264e+05, 2.171459223580584e+03, 2.928743718383092e+00, 2.084756423754204e-02, 2.728466044119941e+03, -2.020470174979238e+02
152, 5.433599948880000e-01, 4.989683951066199e-02, 3.919405493815080e-01, 1.071826284626206e+03, -8.272713631042483e+01, 2.077881290293434e+06, 2.414429975072718e+05, 2.145975515045128e+03, 2.953471239752078e+00, 1.975510168936898e-02, 2.734665464743503e+03, -2.110706239529702e+02
153, 5.590599775310000e-01, 4.872955796694115e-02, 3.786715291997728e-01, 1.035600501866208e+03, -8.487069286731469e+01, 2.012285960234986e+06, 2.346727098625388e+05, 2.158888834227914e+03, 2.945907911200612e+00, 1.880056534666226e-02, 2.734825361850387e+03, -2.241274728170549e+02
154, 5.747100114820000e-01, 4.751950934859488e-02, 3.708902667652368e-01, 1.016938161931568e+03, -8.609537000982554e+01, 1.976878677452974e+06, 2.290890434313327e+05, 2.151737198154975e+03, 2.959078668658461e+00, 1.801332958744248e-02, 2.741884198797973e+03, -2.321316511234346e+02
155, 5.902799963950000e-01, 4.627132533375768e-02, 3.592863504134508e-01, 9.866059255691941e+02, -8.698690006598646e+01, 1.919734538112614e+06, 2.218346777228475e+05, 2.150894277200910e+03, 2.965009609234172e+00, 1.699054354416093e-02, 2.746015606865810e+03, -2.421102275827785e+02
156, 6.057599782940000e-01, 4.498807223669178e-02, 3.513090186968669e-01, 9.667615337329610e+02, -8.720186582550383e+01, 1.880336622989968e+06, 2.157225570702355e+05, 2.139127179538166e+03, 2.980042681343479e+00, 1.612880153258404e-02, 2.751883618926242e+03, -2.482198326389892e+02
157, 6.211299896240000e-01, 4.367359094194759e-02, 3.395854875250394e-01, 9.350825078857433e+02, -8.654053653817483e+01, 1.822555765962642e+06, 2.096428903532207e+05, 2.150608519910207e+03, 2.974563755554457e+00, 1.527163517016963e-02, 2.753599733312499e+03, -2.548416811592803e+02
158, 6.363800168040000e-01, 4.233084266562091e-02, 3.343863750702006e-01, 9.235011281139948e+02, -8.679290416124128e+01, 1.798594632934920e+06, 2.048311550631761e+05, 2.133918290965807e+03, 2.995440481076613e+00, 1.459323324002342e-02, 2.761778580003794e+03, -2.595587339436904e+02
159, 6.514999866490000e-01, 4.096270419333766e-02, 3.284455027842781e-01, 9.086566667982712e+02, -8.711294228595969e+01, 1.767511203340369e+06, 1.996170482508271e+05, 2.117213502164256e+03, 3.012950681801391e+00, 1.385810133598775e-02, 2.766537093963725e+03, -2.652279953523224e+02
160, 6.664699912070000e-01, 3.957289370556494e-02, 3.228980290295998e-01, 8.936292307709471e+02, -8.881829080033920e+01, 1.734183820551960e+06, 1.941586235974173e+05, 2.094699050303074e+03, 3.031215881584298e+00, 1.308852329454968e-02, 2.767527672610937e+03, -2.750660667309223e+02
161, 6.812700033190000e-01, 3.816515293304169e-02, 3.135733152792067e-01, 8.676466670512277e+02, -8.953870750155616e+01, 1.686621332957291e+06, 1.893853542617701e+05, 2.103960772630932e+03, 3.025077173003705e+00, 1.241554464231365e-02, 2.766965888913960e+03, -2.855431350139938e+02
162, 6.958900094030001e-01, 3.674225211597043e-02, 3.079559872942229e-01, 8.540891191438899e+02, -8.953006410858342e+01, 1.660621578143009e+06, 1.852945688283561e+05, 2.096063247605163e+03, 3.038341390884450e+00, 1.183878873897375e-02, 2.773412936855448e+03, -2.907235702582586e+02
163, 7.103199958800001e-01, 3.530689307158652e-02, 3.014324174445257e-01, 8.374634965843552e+02, -8.877154393468231e+01, 1.626211661158234e+06, 1.799145107044569e+05, 2.079249380783801e+03, 3.056328825366073e+00, 1.108025951915080e-02, 2.778279468692110e+03, -2.944989947904971e+02
164, 7.245299816130000e-01, 3.386376679305321e-02, 2.961986461681848e-01, 8.239694025736098e+02, -8.897225424846565e+01, 1.599579036671940e+06, 1.760606641333915e+05, 2.070663899220117e+03, 3.067196411726842e+00, 1.053690939810250e-02, 2.781813533697757e+03, -3.003803541963059e+02
165, 7.385200262070000e-01, 3.241453277608040e-02, 2.904261720271334e-01, 8.084982420176104e+02, -8.868395189023639e+01, 1.569590791390257e+06, 1.722752725558178e+05, 2.066414974505996e+03, 3.073143225520736e+00, 1.000321068073989e-02, 2.783833965012202e+03, -3.053579891620477e+02
166, 7.522799968720000e-01, 3.096181144522562e-02, 2.867631947603829e-01, 8.000073296063306e+02, -8.908014977969484e+01, 1.551501410371948e+06, 1.686966850264640e+05, 2.049337484221555e+03, 3.093077093315463e+00, 9.498669067211443e-03, 2.789783850311790e+03, -3.106401079613077e+02
167, 7.657799720760000e-01, 2.951033727360171e-02, 2.841890941362924e-01, 7.932762181971809e+02, -8.990708380691525e+01, 1.533844902000296e+06, 1.649841948556640e+05, 2.022391723576085e+03, 3.116069009298018e+00, 8.975248649066155e-03, 2.791367559716203e+03, -3.163635961477019e+02
168, 7.790099978450000e-01, 2.806276676215449e-02, 2.789192279998482e-01, 7.787490584620614e+02, -9.062721396317677e+01, 1.505144634223173e+06, 1.613113390985941e+05, 2.014729693737879e+03, 3.123798265381568e+00, 8.457416248788423e-03, 2.792023569140544e+03, -3.249227907773576e+02
169, 7.919700145720000e-01, 2.662062628442961e-02, 2.749269792181231e-01, 7.685620517960991e+02, -9.112218830587479e+01, 1.483543874993361e+06, 1.576721150704577e+05, 1.997873003621949e+03, 3.141665627983044e+00, 7.944325553622738e-03, 2.795513390434967e+03, -3.314414196999552e+02
170, 8.046399950980000e-01, 2.518763605296113e-02, 2.709987256805789e-01, 7.583079338217048e+02, -9.116895930189710e+01, 1.461044153127481e+06, 1.539044179343364e+05, 1.978400364418184e+03, 3.160739462818856e+00, 7.413121558540252e-03, 2.798197415568322e+03, -3.364184059276952e+02
171, 8.170099854470000e-01, 2.376642068849115e-02, 2.681753023472663e-01, 7.514271441122482e+02, -9.049646668047809e+01, 1.443512140295289e+06, 1.501974597796066e+05, 1.951075853296759e+03, 3.187198204148945e+00, 6.890481094019467e-03, 2.801999802126476e+03, -3.374526508906184e+02
172, 8.290500044819999e-01, 2.236196298315981e-02, 2.644608467660343e-01, 7.421216099565779e+02, -9.062973844741367e+01, 1.425810070315407e+06, 1.476087261895445e+05, 1.944379321048714e+03, 3.198077270094606e+00, 6.525498035253526e-03, 2.806168168300259e+03, -3.426962423953548e+02
173, 8.407700061800000e-01, 2.097463226217677e-02, 2.624712332379540e-01, 7.372081851372099e+02, -9.136067063696522e+01, 1.412744538831047e+06, 1.446154079443408e+05, 1.919389879346156e+03, 3.222460598925707e+00, 6.103472975128229e-03, 2.808719934915167e+03, -3.480787951879606e+02
174, 8.521599769590000e-01, 1.960709133914372e-02, 2.597916496263402e-01, 7.303746321717331e+02, -9.212502390661001e+01, 1.397353344299323e+06, 1.417346075347868e+05, 1.900557717766185e+03, 3.242340972724423e+00, 5.697311696420538e-03, 2.811386098137624e+03, -3.546111818417334e+02
175, 8.631799817090000e-01, 1.826569132102762e-02, 2.586573357041633e-01, 7.273013039343197e+02, -9.348224975026866e+01, 1.389508569738693e+06, 1.400362769201582e+05, 1.886019164087051e+03, 3.256310376631669e+00, 5.457865696684394e-03, 2.811833277236579e+03, -3.614134874457534e+02
176, 8.738499879840000e-01, 1.694956337677533e-02, 2.573866815927370e-01, 7.243855106451539e+02, -9.475205978906502e+01, 1.379310701188063e+06, 1.370079341870331e+05, 1.854342673241550e+03, 3.287938625311421e+00, 5.030902567697032e-03, 2.814386145244878e+03, -3.681311682590913e+02
177, 8.841500282290000e-01, 1.566269158090452e-02, 2.570342093899919e-01, 7.226878878291989e+02, -9.666489854877724e+01, 1.369677712487310e+06, 1.342126174406252e+05, 1.819000267034396e+03, 3.317762320669762e+00, 4.636793548429768e-03, 2.811640868911273e+03, -3.760779500059072e+02
178, 8.940600156780000e-01, 1.440916392228702e-02, 2.536879509239776e-01, 7.138663470179401e+02, -9.676238452298438e+01, 1.355182078351685e+06, 1.329338725740980e+05, 1.825434109301252e+03, 3.315420158911091e+00, 4.456504539719854e-03, 2.813954483915808e+03, -3.814228628934019e+02
179, 9.035800099370001e-01, 1.319055953446835e-02, 2.548621794137935e-01, 7.182023286527563e+02, -9.832935334242795e+01, 1.358448084329381e+06, 1.310126379350427e+05, 1.790763129301768e+03, 3.352788262806621e+00, 4.185631515990656e-03, 2.818002774302126e+03, -3.858138291393196e+02
180, 9.126999974250000e-01, 1.200973104171110e-02, 2.528345915907242e-01, 7.126931509031760e+02, -9.933251163082849e+01, 1.344896393480638e+06, 1.283639113800737e+05, 1.768629219077176e+03, 3.375799533998192e+00, 3.812190106809582e-03, 2.818811881788894e+03, -3.928754803916345e+02
181, 9.214000105860000e-01, 1.087086069705918e-02, 2.511174848565406e-01, 7.077103067040819e+02, -1.003993963771927e+02, 1.333156093484860e+06, 1.263342481442158e+05, 1.752566445502997e+03, 3.391714766847904e+00, 3.526029839514409e-03, 2.818243847529715e+03, -3.998104569841057e+02
182, 9.296900033950000e-01, 9.774221272349531e-03, 2.500423914380024e-01, 7.050904743242481e+02, -1.008104664513838e+02, 1.325411146484797e+06, 1.243810038674214e+05, 1.732889056352778e+03, 3.413430959275442e+00, 3.250643807750361e-03, 2.819883741589771e+03, -4.031735013875822e+02
183, 9.375399947170000e-01, 8.725349486403867e-03, 2.499710499096157e-01, 7.038238857697418e+02, -1.010499951161923e+02, 1.320329783975818e+06, 1.236217402116036e+05, 1.722802462383760e+03, 3.418521236675546e+00, 3.143595955250590e-03, 2.815621593077398e+03, -4.042467923894783e+02
184, 9.449599981310000e-01, 7.724467125531491e-03, 2.465101971357728e-01, 6.940836981043743e+02, -1.005503602777355e+02, 1.306567369021860e+06, 1.235663321524847e+05, 1.746206545930541e+03, 3.396177188160393e+00, 3.135784026292304e-03, 2.815638891084441e+03, -4.078953383918412e+02
185, 9.519400000570000e-01, 6.774428848839826e-03, 2.465341010049645e-01, 6.948792499844384e+02, -9.959130649060188e+01, 1.308230605014469e+06, 1.235296141350755e+05, 1.745518395344704e+03, 3.399668236220646e+00, 3.130607188336759e-03, 2.818592832195841e+03, -4.039656424187597e+02
186, 9.584699869160000e-01, 5.878077433056352e-03, 2.456930435404844e-01, 6.931460601398262e+02, -9.994016110102947e+01, 1.303692442182023e+06, 1.222475242021636e+05, 1.733315247906642e+03, 3.415169276342646e+00, 2.949846561934880e-03, 2.821187161636557e+03, -4.067683791973609e+02
187, 9.645400047300000e-01, 5.038225493362627e-03, 2.459092747407857e-01, 6.939103181612561e+02, -1.000534220772004e+02, 1.301562792432078e+06, 1.208661266394000e+05, 1.712221874117982e+03, 3.436907167444458e+00, 2.755084648323992e-03, 2.821814341458697e+03, -4.068712828447290e+02
