"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y"
66, 2.409400045870000e-01, -5.915585896897953e-02, 1.028644167076180e+00, 3.531312159316017e+02, -1.072038685429709e+01, 2.447873417410257e+05, 7.364676187859816e+04, 2.494128551406799e+02, 1.084832564827737e+00, -6.097387764222673e-01, 3.432977381627919e+02, -1.042186131747457e+01
67, 2.275699973110000e-01, -5.869456802648413e-02, 1.033813525684091e+00, 3.532700108695088e+02, -1.363576985841346e+01, 2.458670694442141e+05, 7.416729603540753e+04, 2.499197520824827e+02, 1.079042882464715e+00, -5.982716498491518e-01, 3.417154081397265e+02, -1.318977699521821e+01
68, 2.144699990750000e-01, -5.813197420944613e-02, 1.039512835521584e+00, 3.533851692108349e+02, -1.670060419903562e+01, 2.470565652149615e+05, 7.474211765513229e+04, 2.504758664344855e+02, 1.072682291877912e+00, -5.856085955920594e-01, 3.399526750754561e+02, -1.606579892845283e+01
69, 2.016600072380000e-01, -5.746811193675738e-02, 1.045561391602602e+00, 3.534498036634107e+02, -1.992094565315593e+01, 2.483168688583804e+05, 7.535424649425973e+04, 2.510663672271089e+02, 1.065917989232055e+00, -5.721236805571769e-01, 3.380478721786527e+02, -1.905287036528936e+01
70, 1.891400069000000e-01, -5.670228146432130e-02, 1.052010400900944e+00, 3.534696571397675e+02, -2.330774259749357e+01, 2.496596871527574e+05, 7.600782756802844e+04, 2.516915478421712e+02, 1.058744257887865e+00, -5.577255919770970e-01, 3.359944510406507e+02, -2.215542981089613e+01
71, 1.769299954180000e-01, -5.583513598033686e-02, 1.059131097775007e+00, 3.534341293743016e+02, -2.687914126949520e+01, 2.511404353157090e+05, 7.673141100566646e+04, 2.523793456258710e+02, 1.050836948338427e+00, -5.417853837178265e-01, 3.337019658064862e+02, -2.537848367021056e+01
72, 1.650400012730000e-01, -5.486709202536137e-02, 1.067214278071051e+00, 3.533358260654107e+02, -3.065006790439570e+01, 2.528191678378072e+05, 7.755496290346231e+04, 2.531560511904474e+02, 1.041887651208517e+00, -5.236429165463344e-01, 3.310823639879066e+02, -2.871969438020875e+01
73, 1.534900069240000e-01, -5.379977779145956e-02, 1.076235560840453e+00, 3.531411407833475e+02, -3.463143841827816e+01, 2.546890518405992e+05, 7.847776873767548e+04, 2.540210192225894e+02, 1.031895350715582e+00, -5.033139310899448e-01, 3.281262519402100e+02, -3.217830712751567e+01
74, 1.422899961470000e-01, -5.263443049277360e-02, 1.085972305313805e+00, 3.528326437120456e+02, -3.883627104180510e+01, 2.567041750829343e+05, 7.947681852807847e+04, 2.549482699687838e+02, 1.021151416623264e+00, -4.813053265641308e-01, 3.249002225798846e+02, -3.576175087686318e+01
75, 1.314399987460000e-01, -5.137133628795417e-02, 1.096212686017688e+00, 3.523649940053089e+02, -4.328152938430933e+01, 2.588182770612123e+05, 8.053279864746152e+04, 2.559224080089039e+02, 1.009826326500066e+00, -4.580425732380440e-01, 3.214385296756393e+02, -3.948278462416093e+01
76, 1.209499984980000e-01, -5.001187382363489e-02, 1.107058223245420e+00, 3.517448528662301e+02, -4.799678596993696e+01, 2.610547193371822e+05, 8.165377485064365e+04, 2.569426210635547e+02, 9.979214754927642e-01, -4.333479862658248e-01, 3.177293167427680e+02, -4.335524994270938e+01
77, 1.108499988910000e-01, -4.856066993422563e-02, 1.118727609561021e+00, 3.509377916063667e+02, -5.300830265412885e+01, 2.634576272443927e+05, 8.286332176060743e+04, 2.580288863158605e+02, 9.851931785718803e-01, -4.067022276134205e-01, 3.136936896945555e+02, -4.738267135011431e+01
78, 1.011300012470000e-01, -4.701715290498424e-02, 1.131281681463368e+00, 3.498636802319854e+02, -5.833392039505015e+01, 2.660348926877287e+05, 8.417238045000425e+04, 2.591965400903674e+02, 9.714466710440455e-01, -3.778642705138114e-01, 3.092631003972589e+02, -5.156445238253340e+01
79, 9.181000292300000e-02, -4.538527151431038e-02, 1.144746999151619e+00, 3.484710205580598e+02, -6.401236356953426e+01, 2.687907917850342e+05, 8.558489694151109e+04, 2.604461629973752e+02, 9.566559831832897e-01, -3.467471859136289e-01, 3.044087652698058e+02, -5.591835018303111e+01
80, 8.290000259900000e-02, -4.366791468532204e-02, 1.159233393379533e+00, 3.467315806893090e+02, -7.008423067944749e+01, 2.717495659831839e+05, 8.711062974799232e+04, 2.617764751451180e+02, 9.408137341815085e-01, -3.131359982906770e-01, 2.991042034067673e+02, -6.045739458482102e+01
81, 7.440000027400000e-02, -4.186607976498817e-02, 1.174790728733884e+00, 3.445489879874121e+02, -7.658405755981121e+01, 2.749178321618115e+05, 8.875839841552817e+04, 2.631960043859756e+02, 9.237908003929973e-01, -2.768364171264635e-01, 2.932854163385725e+02, -6.518953179205691e+01
82, 6.633000075800000e-02, -3.998513962421356e-02, 1.191576919411709e+00, 3.418378171963859e+02, -8.356571713923027e+01, 2.783271157696938e+05, 9.054556248285637e+04, 2.647130999089118e+02, 9.054518876070907e-01, -2.374660198165297e-01, 2.868785150396785e+02, -7.013035900400564e+01
83, 5.869000032500000e-02, -3.802635805630503e-02, 1.209715638408153e+00, 3.384656382272705e+02, -9.107305319447323e+01, 2.819992328076289e+05, 9.248859101306844e+04, 2.663392753101597e+02, 8.856123156808005e-01, -1.946620005227953e-01, 2.797894211507859e+02, -7.528467873186705e+01
84, 5.149000138000000e-02, -3.599337852580232e-02, 1.229400534632753e+00, 3.342654412520587e+02, -9.915277896162303e+01, 2.859699029291412e+05, 9.461171163105255e+04, 2.680907607452693e+02, 8.640134464194321e-01, -1.478906358814338e-01, 2.718930339101493e+02, -8.065132246850860e+01
85, 4.473999887700000e-02, -3.389028465845557e-02, 1.250965710569405e+00, 3.290107292806413e+02, -1.078504323792057e+02, 2.903024532962159e+05, 9.695502421298019e+04, 2.699947122707386e+02, 8.402356046937858e-01, -9.626854417847025e-02, 2.630053937536664e+02, -8.621373988749477e+01
86, 3.844000026600000e-02, -3.171811260404538e-02, 1.274696279693511e+00, 3.224128690085890e+02, -1.171957801904908e+02, 2.950488933975387e+05, 9.955478094575038e+04, 2.720731896643795e+02, 8.138829496796646e-01, -3.899710651390557e-02, 2.529330901366640e+02, -9.194016022284887e+01
87, 3.260000050100000e-02, -2.948109446637338e-02, 1.300963978154099e+00, 3.141316763681458e+02, -1.271948975908959e+02, 3.002803824822179e+05, 1.024548997561007e+05, 2.743454780850967e+02, 7.845419864983774e-01, 2.489116871322669e-02, 2.414607027120447e+02, -9.776973054347685e+01
88, 2.723000012300000e-02, -2.718419978786347e-02, 1.330259529827633e+00, 3.036597013048911e+02, -1.377700670311352e+02, 3.060865874745655e+05, 1.057176255532170e+05, 2.768479848404281e+02, 7.514958351566072e-01, 9.676750804556154e-02, 2.282710211775273e+02, -1.035663071318020e+02
89, 2.232000045500000e-02, -2.482329437156798e-02, 1.363114356503593e+00, 2.903404102115505e+02, -1.487128862682445e+02, 3.125630037754254e+05, 1.094119734876887e+05, 2.796165706421091e+02, 7.138959361351866e-01, 1.781522833106144e-01, 2.129978375081293e+02, -1.090978798357719e+02
90, 1.789999939500000e-02, -2.241364555514381e-02, 1.400132003569530e+00, 2.733439244517342e+02, -1.596601496629323e+02, 3.198203780465554e+05, 1.136140345253972e+05, 2.826788689425792e+02, 6.707910661883538e-01, 2.707217432721180e-01, 1.952272526839360e+02, -1.140322121456340e+02
91, 1.394999958600000e-02, -1.994492353858276e-02, 1.441968933099618e+00, 2.516998297076068e+02, -1.697502070970137e+02, 3.279781149760778e+05, 1.184076228528375e+05, 2.860580039616688e+02, 6.209521465575277e-01, 3.763222756696419e-01, 1.745528796980109e+02, -1.177211264407224e+02
92, 1.049000024800000e-02, -1.742916196961543e-02, 1.488744824875302e+00, 2.241668504516211e+02, -1.775613720803148e+02, 3.370373423355490e+05, 1.238286595910498e+05, 2.897552091374070e+02, 5.629057404851395e-01, 4.957452061755362e-01, 1.505743944200763e+02, -1.192691783799735e+02
