       "CD"       ,       "CL"       
      0.2961652309,       1.388347875
      0.2787991674,          1.484371
      0.2551632655,       1.395662309
      0.2415707747,       1.355867309
      0.2385047526,       1.351889917
      0.2369704095,       1.350002699
      0.2362989118,       1.350198503
      0.2361798186,       1.351852166
      0.2361528561,       1.353263967
      0.2360392813,       1.353726626
      0.2358348026,       1.353367208
      0.2356781702,       1.352993259
       0.235608575,        1.35289326
      0.2356008926,       1.353050928
      0.2356297119,       1.353362392
      0.2356767131,       1.353738551
      0.2357283957,       1.354108415
      0.2357781496,       1.354439072
      0.2358235612,       1.354721427
      0.2358620312,       1.354948402
      0.2358904159,       1.355110826
      0.2359060363,       1.355201301
      0.2359082253,       1.355219416
      0.2358977617,       1.355170392
      0.2358760713,       1.355061965
       0.235844639,        1.35490233
       0.235804884,       1.354699452
      0.2357579451,        1.35445969
      0.2357047892,        1.35418851
      0.2356465343,       1.353891798
      0.2355844388,       1.353575902
      0.2355198534,       1.353247522
      0.2354533734,       1.352909708
      0.2353860723,       1.352568241
      0.2353191889,       1.352229258
      0.2352534385,       1.351896195
      0.2351894208,       1.351572127
       0.235127509,       1.351259036
      0.2350680169,       1.350958567
      0.2350115562,       1.350673381
      0.2349581365,       1.350403581
      0.2349076159,         1.3501488
      0.2348600762,       1.349909365
      0.2348156073,       1.349685441
      0.2347741276,       1.349476547
      0.2347356726,       1.349282651
      0.2347000134,       1.349102784
      0.2346670036,       1.348936319
      0.2346364805,       1.348782455
      0.2346082909,         1.3486404
      0.2345822825,       1.348509382
      0.2345583116,       1.348388647
      0.2345362349,        1.34827746
      0.2345159161,       1.348175123
      0.2344972211,        1.34808096
      0.2344800693,        1.34799457
      0.2344643782,       1.347915516
      0.2344500319,       1.347843208
       0.234436907,        1.34777703
       0.234424871,       1.347716327
      0.2344138052,       1.347660501
      0.2344036046,       1.347609013
      0.2343941736,       1.347561377
      0.2343854288,       1.347517171
      0.2343772983,       1.347476041
      0.2343698716,       1.347438541
      0.2343631337,       1.347404656
      0.2343569244,        1.34737291
      0.2343508769,       1.347342001
      0.2343449405,       1.347311793
      0.2343392286,       1.347282761
      0.2343338338,       1.347255356
      0.2343288009,       1.347229829
      0.2343241509,       1.347206283
      0.2343198799,        1.34718468
      0.2343159716,       1.347164921
      0.2343124019,       1.347146865
      0.2343091382,       1.347130336
      0.2343061423,        1.34711514
       0.234303378,         1.3471011
      0.2343008162,       1.347088078
      0.2342984368,       1.347075979
       0.234296226,       1.347064737
      0.2342941739,       1.347054302
      0.2342922711,       1.347044626
       0.234290508,       1.347035658
       0.234288874,       1.347027346
       0.234287358,       1.347019631
      0.2342859489,       1.347012458
      0.2342846365,       1.347005775
      0.2342834116,       1.346999535
      0.2342822663,         1.3469937
      0.2342811941,       1.346988236
      0.2342801891,       1.346983114
      0.2342792466,        1.34697831
      0.2342783622,       1.346973802
      0.2342775322,       1.346969571
       0.234276753,       1.346965599
      0.2342760214,        1.34696187
      0.2342753345,       1.346958369
      0.2342746898,       1.346955083
      0.2342740848,       1.346951999
      0.2342735174,       1.346949107
      0.2342729855,       1.346946397
      0.2342724871,       1.346943857
      0.2342720205,       1.346941479
      0.2342715838,       1.346939254
      0.2342711754,       1.346937172
      0.2342707936,       1.346935227
       0.234270437,        1.34693341
       0.234270104,       1.346931713
      0.2342697932,        1.34693013
      0.2342695033,       1.346928652
       0.234269233,       1.346927275
       0.234268981,       1.346925991
      0.2342687462,       1.346924795
      0.2342685276,       1.346923681
       0.234268324,       1.346922643
      0.2342681344,       1.346921678
       0.234267958,       1.346920779
      0.2342677939,       1.346919942
      0.2342676411,       1.346919164
      0.2342674989,        1.34691844
      0.2342673667,       1.346917766
      0.2342672437,       1.346917139
      0.2342671292,       1.346916556
      0.2342670227,       1.346916013
      0.2342669236,       1.346915508
      0.2342668314,       1.346915038
      0.2342667456,       1.346914601
      0.2342666657,       1.346914195
      0.2342665914,       1.346913816
      0.2342665223,       1.346913464
      0.2342664579,       1.346913136
       0.234266398,       1.346912831
      0.2342663422,       1.346912547
      0.2342662903,       1.346912282
      0.2342662419,       1.346912036
      0.2342661969,       1.346911807
       0.234266155,       1.346911593
       0.234266116,       1.346911395
      0.2342660797,        1.34691121
      0.2342660459,       1.346911038
      0.2342660144,       1.346910877
      0.2342659851,       1.346910728
      0.2342659578,       1.346910589
      0.2342659324,        1.34691046
      0.2342659087,        1.34691034
      0.2342658867,       1.346910228
      0.2342658662,       1.346910124
      0.2342658472,       1.346910027
      0.2342658295,       1.346909936
      0.2342658129,       1.346909852
      0.2342657976,       1.346909774
      0.2342657833,       1.346909702
        0.23426577,       1.346909634
      0.2342657577,       1.346909571
      0.2342657462,       1.346909513
      0.2342657355,       1.346909458
      0.2342657255,       1.346909408
      0.2342657163,       1.346909361
      0.2342657077,       1.346909317
      0.2342656997,       1.346909277
      0.2342656923,       1.346909239
      0.2342656854,       1.346909204
       0.234265679,       1.346909171
       0.234265673,       1.346909141
      0.2342656675,       1.346909113
      0.2342656624,       1.346909087
      0.2342656576,       1.346909063
      0.2342656531,        1.34690904
       0.234265649,       1.346909019
      0.2342656452,          1.346909
      0.2342656416,       1.346908981
