"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,          77,      -4.040004657,      -2.288306929,      -1.944044212,       1.511782016
          0,           0,          78,      -4.089057387,      -2.336491156,       -1.99614238,       1.462629311
          0,           0,          79,      -4.138370461,      -2.384314374,      -2.049222941,       1.413241598
          0,           0,          80,      -4.187909964,      -2.432387494,      -2.103219616,       1.363645991
          0,           0,          81,      -4.237618935,      -2.481211104,      -2.158035567,       1.313891977
          0,           0,          82,      -4.287416883,      -2.531153458,      -2.213545706,       1.264052723
          0,           0,          83,      -4.337200671,      -2.582449711,      -2.269599392,       1.214224925
          0,           0,          84,      -4.386846905,       -2.63521373,       -2.32602407,       1.164527013
          0,           0,          85,      -4.436215758,      -2.689454915,      -2.382629139,       1.115095772
          0,           0,          86,      -4.485156595,      -2.745103454,      -2.439209245,       1.066081023
          0,           0,          87,      -4.533514852,      -2.802009529,      -2.495555688,        1.01763879
          0,           0,          88,      -4.581141171,       -2.85995829,      -2.551460181,      0.9699220554
          0,           0,          89,      -4.627900076,      -2.918687597,      -2.606720433,      0.9230716569
          0,           0,          90,      -4.673679285,      -2.977891083,      -2.661147464,      0.8772064049
          0,           0,          91,      -4.718397707,      -3.037228612,      -2.714572907,      0.8324143012
          0,           0,          92,      -4.762011084,      -3.096340724,      -2.766854993,      0.7887460517
          0,           0,          93,      -4.804514539,      -3.154865478,      -2.817882663,      0.7462118016
          0,           0,          94,      -4.845941984,      -3.212457978,      -2.867578278,       0.704781213
          0,           0,          95,      -4.886362228,      -3.268810541,      -2.915898474,      0.6643870708
          0,           0,          96,      -4.925872196,       -3.32366949,        -2.9628326,      0.6249320589
          0,           0,          97,      -4.964588862,      -3.376852491,      -3.008399643,      0.5862970866
          0,           0,          98,      -5.002640101,      -3.428252207,      -3.052644215,      0.5483507641
          0,           0,          99,      -5.040156686,      -3.477839622,      -3.095631575,      0.5109578698
          0,           0,         100,      -5.077265735,      -3.525658353,      -3.137442713,      0.4739863603
          0,           0,         101,      -5.114085713,      -3.571810052,      -3.178169457,      0.4373128036
          0,           0,         102,      -5.150723105,      -3.616436048,      -3.217909775,      0.4008260573
          0,           0,         103,       -5.18727053,      -3.659699882,      -3.256763839,      0.3644293861
          0,           0,         104,      -5.223806012,      -3.701773865,      -3.294831188,      0.3280413277
          0,           0,         105,      -5.260393071,      -3.742828996,      -3.332209419,      0.2915956021
          0,           0,         106,       -5.29708147,      -3.783028518,       -3.36899289,      0.2550403142
          0,           0,         107,      -5.333908476,      -3.822524056,      -3.405271923,      0.2183366276
          0,           0,         108,      -5.370900321,      -3.861453756,      -3.441131893,      0.1814572164
          0,           0,         109,      -5.408073773,      -3.899941167,      -3.476652446,       0.144384622
          0,           0,         110,      -5.445437675,      -3.938095034,      -3.511906941,      0.1071096235
          0,           0,         111,      -5.482994389,      -3.976009965,      -3.546962276,     0.06962974579
          0,           0,         112,      -5.520741134,      -4.013768067,      -3.581878986,     0.03194784384
          0,           0,         113,      -5.558671095,      -4.051439087,      -3.616711709,    -0.00592903351
          0,           0,         114,       -5.59677464,      -4.089079224,      -3.651509471,    -0.04399085954
          0,           0,         115,      -5.635040212,      -4.126730768,      -3.686315909,    -0.08222555201
          0,           0,         116,       -5.67345512,      -4.164424213,      -3.721169506,     -0.1206197918
          0,           0,         117,      -5.712006145,      -4.202181434,      -3.756103803,     -0.1591596575
          0,           0,         118,      -5.750679988,      -4.240019051,      -3.791147696,     -0.1978311147
          0,           0,         119,      -5.789463626,      -4.277950489,      -3.826325959,     -0.2366203791
          0,           0,         120,      -5.828344577,      -4.315985562,      -3.861659673,     -0.2755142016
          0,           0,         121,      -5.867311054,      -4.354132338,      -3.897166848,     -0.3145000458
          0,           0,         122,      -5.906352107,      -4.392396061,      -3.932862586,      -0.353566208
          0,           0,         123,      -5.945457723,      -4.430779768,      -3.968759471,     -0.3927019383
          0,           0,         124,      -5.984618824,      -4.469284485,      -4.004867758,     -0.4318974383
          0,           0,         125,      -6.023827226,      -4.507909774,      -4.041195454,     -0.4711438423
          0,           0,         126,      -6.063075585,      -4.546653706,      -4.077748356,     -0.5104331267
          0,           0,         127,      -6.102357309,      -4.585513756,      -4.114530126,     -0.5497580844
          0,           0,         128,      -6.141666482,      -4.624486055,      -4.151542404,      -0.589112197
          0,           0,         129,      -6.180997716,      -4.663565215,      -4.188784863,     -0.6284895139
          0,           0,         130,       -6.22034608,      -4.702745224,      -4.226255358,      -0.667884624
          0,           0,         131,      -6.259706994,        -4.7420188,      -4.263949946,      -0.707292461
          0,           0,         132,      -6.299076184,      -4.781378538,      -4.301863041,     -0.7467083171
          0,           0,         133,       -6.33844954,       -4.82081607,       -4.33998754,     -0.7861277326
          0,           0,         134,      -6.377823136,      -4.860323372,      -4.378314961,     -0.8255464246
          0,           0,         135,      -6.417193129,      -4.899891769,      -4.416835495,     -0.8649602587
          0,           0,         136,       -6.45655575,      -4.939513006,      -4.455538219,     -0.9043652064
          0,           0,         137,      -6.495907334,       -4.97917881,      -4.494411174,     -0.9437573658
          0,           0,         138,      -6.535244146,      -5.018881167,      -4.533441529,     -0.9831328431
          0,           0,         139,      -6.574562654,      -5.058611955,      -4.572615817,      -1.022487869
          0,           0,         140,      -6.613859389,      -5.098364458,      -4.611919915,      -1.061818891
          0,           0,         141,      -6.653130885,      -5.138130892,      -4.651339355,      -1.101122353
          0,           0,         142,      -6.692373968,      -5.177904008,      -4.690859303,      -1.140394936
          0,           0,         143,      -6.731585534,      -5.217677627,       -4.73046495,      -1.179633537
          0,           0,         144,      -6.770762806,      -5.257445117,      -4.770141484,       -1.21883528
          0,           0,         145,      -6.809903263,      -5.297200719,       -4.80987426,      -1.257997604
          0,           0,         146,       -6.84900463,      -5.336938147,      -4.849649012,      -1.297118259
          0,           0,         147,      -6.888065028,      -5.376651295,      -4.889451756,      -1.336195344
          0,           0,         148,      -6.927082895,      -5.416335561,      -4.929269219,      -1.375227399
          0,           0,         149,      -6.966057216,       -5.45598584,      -4.969088814,      -1.414213416
          0,           0,         150,       -7.00498718,      -5.495595539,      -5.008898684,      -1.453152607
          0,           0,         151,       -7.04387263,      -5.535161076,      -5.048687835,      -1.492044891
          0,           0,         152,      -7.082713664,       -5.57467667,      -5.088446069,      -1.530890538
          0,           0,         153,      -7.121510803,      -5.614139359,      -5.128164482,       -1.56969011
          0,           0,         154,      -7.160265031,        -5.6535466,      -5.167834681,      -1.608444695
          0,           0,         155,      -7.198977902,      -5.692893439,      -5.207449821,      -1.647156034
          0,           0,         156,      -7.237650812,      -5.732178229,       -5.24700383,      -1.685825643
          0,           0,         157,      -7.276286032,       -5.77139813,      -5.286491712,       -1.72445581
          0,           0,         158,      -7.314885871,      -5.810553113,      -5.325909538,      -1.763049117
          0,           0,         159,      -7.353452634,      -5.849641033,      -5.365254503,      -1.801608077
          0,           0,         160,      -7.391989554,      -5.888662506,      -5.404524519,      -1.840135822
          0,           0,         161,      -7.430498787,      -5.927618845,      -5.443718563,      -1.878635199
          0,           0,         162,       -7.46898386,       -5.96650544,      -5.482836369,      -1.917109324
          0,           0,         163,      -7.507447786,      -6.005333803,      -5.521878636,      -1.955561748
          0,           0,         164,      -7.545893314,      -6.044099204,      -5.560846719,      -1.993995182
          0,           0,         165,      -7.584323674,      -6.082809294,      -5.599742642,      -2.032413209
          0,           0,         166,       -7.62274199,       -6.12146193,      -5.638569226,      -2.070818727
          0,           0,         167,      -7.661150844,      -6.160064006,      -5.677329123,      -2.109214736
          0,           0,         168,      -7.699553253,      -6.198614475,       -5.71602574,      -2.147604103
          0,           0,         169,      -7.737951404,      -6.237130425,      -5.754663984,      -2.185989802
          0,           0,         170,      -7.776347867,      -6.275602897,      -5.793246195,      -2.224374101
          0,           0,         171,      -7.814744952,      -6.314042971,      -5.831779004,      -2.262759017
          0,           0,         172,      -7.853144911,      -6.352454547,      -5.870264713,      -2.301147402
          0,           0,         173,      -7.891549671,      -6.390836875,      -5.908709931,      -2.339541287
          0,           0,         174,      -7.929959747,      -6.429200868,      -5.947117151,      -2.377941105
          0,           0,         175,      -7.968378255,      -6.467547849,       -5.98549205,      -2.416349635
          0,           0,         176,      -8.006805565,      -6.505880636,      -6.023840326,      -2.454767329
